District Name,District Code,Category,Student Group,ELACount,ELAPerformanceIndex,MathCount,MathPerformanceIndex,ScienceCount,SciencePerformanceIndex
Regional School District 19,2190012,"High Needs (F/R, EL or SWD)",High Needs,78,54.3,78,50.4,N/A,N/A
Regional School District 19,2190012,"High Needs (F/R, EL or SWD)",Not High Needs,180,68.8,180,69,N/A,N/A
Regional School District 19,2190012,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,51,53.7,51,49.6,N/A,N/A
Regional School District 19,2190012,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,207,67,207,66.7,N/A,N/A
Regional School District 19,2190012,Race/Ethnicity,Asian,9,*,9,*,N/A,N/A
Regional School District 19,2190012,Race/Ethnicity,Black or African American,10,*,10,*,N/A,N/A
Regional School District 19,2190012,Race/Ethnicity,Hispanic or Latino,20,56.9,20,55.2,N/A,N/A
Regional School District 19,2190012,Race/Ethnicity,Two or More Races,36,63.8,36,66.1,N/A,N/A
Regional School District 19,2190012,Race/Ethnicity,White,183,65.2,183,63,N/A,N/A
Regional School District 19,2190012,Special Education Status (SWD),Students with Disabilities,32,52.7,32,47.8,N/A,N/A
Regional School District 19,2190012,Special Education Status (SWD),Students without Disabilities,226,66,226,65.5,N/A,N/A
Capitol Region Education Council,2410014,All Students,District,3985,63.6,3978,56.3,N/A,N/A
Capitol Region Education Council,2410014,English Language Learners (EL),English Learners,384,53.4,384,49,N/A,N/A
Capitol Region Education Council,2410014,English Language Learners (EL),Not English Learners,3601,64.7,3594,57.1,N/A,N/A
Capitol Region Education Council,2410014,Gender,Female,1955,66.2,1950,56.8,N/A,N/A
Capitol Region Education Council,2410014,Gender,Male,2030,61.2,2028,55.8,N/A,N/A
Capitol Region Education Council,2410014,Grade,3,568,68.3,568,64,N/A,N/A
Capitol Region Education Council,2410014,Grade,4,575,68.8,575,62.7,N/A,N/A
Capitol Region Education Council,2410014,Grade,5,452,67.8,452,63.9,N/A,N/A
Capitol Region Education Council,2410014,Grade,6,615,64.2,614,55.6,N/A,N/A
Capitol Region Education Council,2410014,Grade,7,626,62.7,626,49.4,N/A,N/A
Capitol Region Education Council,2410014,Grade,8,646,60.5,640,51.8,N/A,N/A
Capitol Region Education Council,2410014,Grade,11,503,53.3,503,48.4,N/A,N/A
Capitol Region Education Council,2410014,"High Needs (F/R, EL or SWD)",High Needs,2416,56.6,2410,49.3,N/A,N/A
Capitol Region Education Council,2410014,"High Needs (F/R, EL or SWD)",Not High Needs,1569,74.5,1568,66.9,N/A,N/A
Capitol Region Education Council,2410014,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,2078,57.3,2072,49.5,N/A,N/A
Capitol Region Education Council,2410014,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,1907,70.6,1906,63.6,N/A,N/A
Capitol Region Education Council,2410014,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Capitol Region Education Council,2410014,Race/Ethnicity,Asian,211,79.7,211,78.2,N/A,N/A
Capitol Region Education Council,2410014,Race/Ethnicity,Black or African American,1205,58.9,1202,50,N/A,N/A
Capitol Region Education Council,2410014,Race/Ethnicity,Hispanic or Latino,1437,58,1434,50.9,N/A,N/A
Capitol Region Education Council,2410014,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Capitol Region Education Council,2410014,Race/Ethnicity,Two or More Races,201,67.4,201,58.4,N/A,N/A
Capitol Region Education Council,2410014,Race/Ethnicity,White,921,74.1,920,67.5,N/A,N/A
Capitol Region Education Council,2410014,Special Education Status (SWD),Students with Disabilities,754,45.3,752,39.1,N/A,N/A
Capitol Region Education Council,2410014,Special Education Status (SWD),Students without Disabilities,3231,67.9,3226,60.3,N/A,N/A
EdAdvance,2420014,All Students,District,9,*,8,*,N/A,N/A
EdAdvance,2420014,English Language Learners (EL),Not English Learners,9,*,8,*,N/A,N/A
EdAdvance,2420014,Gender,Female,*,*,*,*,N/A,N/A
EdAdvance,2420014,Gender,Male,7,*,6,*,N/A,N/A
EdAdvance,2420014,Grade,3,*,*,*,*,N/A,N/A
EdAdvance,2420014,Grade,4,*,*,*,*,N/A,N/A
EdAdvance,2420014,Grade,5,*,*,*,*,N/A,N/A
EdAdvance,2420014,Grade,6,*,*,*,*,N/A,N/A
EdAdvance,2420014,Grade,7,N/A,N/A,N/A,N/A,N/A,N/A
EdAdvance,2420014,Grade,8,*,*,*,*,N/A,N/A
EdAdvance,2420014,Grade,11,*,*,*,*,N/A,N/A
EdAdvance,2420014,"High Needs (F/R, EL or SWD)",High Needs,8,*,8,*,N/A,N/A
EdAdvance,2420014,"High Needs (F/R, EL or SWD)",Not High Needs,*,*,N/A,N/A,N/A,N/A
EdAdvance,2420014,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,*,*,*,*,N/A,N/A
EdAdvance,2420014,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,6,*,*,*,N/A,N/A
EdAdvance,2420014,Race/Ethnicity,Black or African American,N/A,N/A,N/A,N/A,N/A,N/A
EdAdvance,2420014,Race/Ethnicity,Hispanic or Latino,*,*,*,*,N/A,N/A
EdAdvance,2420014,Race/Ethnicity,White,8,*,7,*,N/A,N/A
EdAdvance,2420014,Special Education Status (SWD),Students with Disabilities,8,*,8,*,N/A,N/A
EdAdvance,2420014,Special Education Status (SWD),Students without Disabilities,*,*,N/A,N/A,N/A,N/A
Cooperative Educational Services,2430014,All Students,District,370,59.3,369,52.8,N/A,N/A
Cooperative Educational Services,2430014,English Language Learners (EL),English Learners,9,*,9,*,N/A,N/A
Cooperative Educational Services,2430014,English Language Learners (EL),Not English Learners,361,59.4,360,52.9,N/A,N/A
Cooperative Educational Services,2430014,Gender,Female,153,65.3,152,59.4,N/A,N/A
Cooperative Educational Services,2430014,Gender,Male,217,55.1,217,48.2,N/A,N/A
Cooperative Educational Services,2430014,Grade,3,40,63.9,40,56.2,N/A,N/A
Cooperative Educational Services,2430014,Grade,4,54,64.1,54,55.8,N/A,N/A
Cooperative Educational Services,2430014,Grade,5,58,60,58,59.5,N/A,N/A
Cooperative Educational Services,2430014,Grade,6,66,59.3,66,54.2,N/A,N/A
Cooperative Educational Services,2430014,Grade,7,54,56.5,53,50.2,N/A,N/A
Cooperative Educational Services,2430014,Grade,8,74,60.3,74,50.3,N/A,N/A
Cooperative Educational Services,2430014,Grade,11,24,42.5,24,34.7,N/A,N/A
Cooperative Educational Services,2430014,"High Needs (F/R, EL or SWD)",High Needs,220,49.6,219,42.8,N/A,N/A
Cooperative Educational Services,2430014,"High Needs (F/R, EL or SWD)",Not High Needs,150,73.5,150,67.4,N/A,N/A
Cooperative Educational Services,2430014,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,126,54.5,126,47.7,N/A,N/A
Cooperative Educational Services,2430014,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,244,61.8,243,55.5,N/A,N/A
Cooperative Educational Services,2430014,Race/Ethnicity,Asian,18,*,18,*,N/A,N/A
Cooperative Educational Services,2430014,Race/Ethnicity,Black or African American,107,56.7,107,52.1,N/A,N/A
Cooperative Educational Services,2430014,Race/Ethnicity,Hispanic or Latino,132,59.4,132,54.6,N/A,N/A
Cooperative Educational Services,2430014,Race/Ethnicity,Two or More Races,13,*,13,*,N/A,N/A
Cooperative Educational Services,2430014,Race/Ethnicity,White,100,58.8,99,48.3,N/A,N/A
Cooperative Educational Services,2430014,Special Education Status (SWD),Students with Disabilities,159,42.3,158,34.3,N/A,N/A
Cooperative Educational Services,2430014,Special Education Status (SWD),Students without Disabilities,211,72.1,211,66.7,N/A,N/A
Area Cooperative Educational Services,2440014,All Students,District,1354,58.3,1349,50.7,N/A,N/A
Area Cooperative Educational Services,2440014,English Language Learners (EL),English Learners,121,52,120,46.6,N/A,N/A
Area Cooperative Educational Services,2440014,English Language Learners (EL),Not English Learners,1233,58.9,1229,51.1,N/A,N/A
Area Cooperative Educational Services,2440014,Gender,Female,602,63.4,600,53.7,N/A,N/A
Area Cooperative Educational Services,2440014,Gender,Male,752,54.2,749,48.3,N/A,N/A
Area Cooperative Educational Services,2440014,Grade,3,102,61,101,51.8,N/A,N/A
Area Cooperative Educational Services,2440014,Grade,4,102,54.6,102,45.9,N/A,N/A
Area Cooperative Educational Services,2440014,Grade,5,112,48.6,110,43.1,N/A,N/A
Area Cooperative Educational Services,2440014,Grade,6,345,60.9,343,53.8,N/A,N/A
Area Cooperative Educational Services,2440014,Grade,7,323,59.5,323,52.3,N/A,N/A
Area Cooperative Educational Services,2440014,Grade,8,340,59.7,340,50.6,N/A,N/A
Area Cooperative Educational Services,2440014,Grade,11,30,37.8,30,40.8,N/A,N/A
Area Cooperative Educational Services,2440014,"High Needs (F/R, EL or SWD)",High Needs,834,51.2,829,43.9,N/A,N/A
Area Cooperative Educational Services,2440014,"High Needs (F/R, EL or SWD)",Not High Needs,520,69.6,520,61.6,N/A,N/A
Area Cooperative Educational Services,2440014,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,609,53.3,605,46.1,N/A,N/A
Area Cooperative Educational Services,2440014,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,745,62.3,744,54.5,N/A,N/A
Area Cooperative Educational Services,2440014,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Area Cooperative Educational Services,2440014,Race/Ethnicity,Asian,61,71.2,61,66.3,N/A,N/A
Area Cooperative Educational Services,2440014,Race/Ethnicity,Black or African American,377,52.2,375,44.3,N/A,N/A
Area Cooperative Educational Services,2440014,Race/Ethnicity,Hispanic or Latino,521,57.4,520,49.3,N/A,N/A
Area Cooperative Educational Services,2440014,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Area Cooperative Educational Services,2440014,Race/Ethnicity,Two or More Races,61,67.3,61,56.7,N/A,N/A
Area Cooperative Educational Services,2440014,Race/Ethnicity,White,326,62.7,324,56.4,N/A,N/A
Area Cooperative Educational Services,2440014,Special Education Status (SWD),Students with Disabilities,393,39.4,388,32.1,N/A,N/A
Area Cooperative Educational Services,2440014,Special Education Status (SWD),Students without Disabilities,961,66,961,58.2,N/A,N/A
Learn,2450014,All Students,District,740,62.4,741,53.5,N/A,N/A
Learn,2450014,English Language Learners (EL),English Learners,128,56,128,46.6,N/A,N/A
Learn,2450014,English Language Learners (EL),Not English Learners,612,63.8,613,54.9,N/A,N/A
Learn,2450014,Gender,Female,363,64.9,363,54,N/A,N/A
Learn,2450014,Gender,Male,377,60,378,53,N/A,N/A
Learn,2450014,Grade,3,136,60.1,136,50.1,N/A,N/A
Learn,2450014,Grade,4,154,65.9,154,54.6,N/A,N/A
Learn,2450014,Grade,5,100,67.2,100,60,N/A,N/A
Learn,2450014,Grade,6,48,63.5,48,49.2,N/A,N/A
Learn,2450014,Grade,7,52,69.5,52,55.8,N/A,N/A
Learn,2450014,Grade,8,50,61.6,51,52,N/A,N/A
Learn,2450014,Grade,11,200,57,200,52.5,N/A,N/A
Learn,2450014,"High Needs (F/R, EL or SWD)",High Needs,488,57.5,488,48.8,N/A,N/A
Learn,2450014,"High Needs (F/R, EL or SWD)",Not High Needs,252,72,253,62.6,N/A,N/A
Learn,2450014,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,430,57.6,430,48.8,N/A,N/A
Learn,2450014,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,310,69.1,311,60,N/A,N/A
Learn,2450014,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Learn,2450014,Race/Ethnicity,Asian,18,*,18,*,N/A,N/A
Learn,2450014,Race/Ethnicity,Black or African American,111,55.1,111,45.5,N/A,N/A
Learn,2450014,Race/Ethnicity,Hispanic or Latino,298,57.5,298,49.1,N/A,N/A
Learn,2450014,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,*,*,*,*,N/A,N/A
Learn,2450014,Race/Ethnicity,Two or More Races,78,66.6,78,56.9,N/A,N/A
Learn,2450014,Race/Ethnicity,White,230,70.2,231,61,N/A,N/A
Learn,2450014,Special Education Status (SWD),Students with Disabilities,123,43.3,123,36.5,N/A,N/A
Learn,2450014,Special Education Status (SWD),Students without Disabilities,617,66.2,618,56.9,N/A,N/A
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,All Students,District,115,42.2,115,33.8,N/A,N/A
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,English Language Learners (EL),English Learners,*,*,*,*,N/A,N/A
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,English Language Learners (EL),Not English Learners,112,42.5,112,34.1,N/A,N/A
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Gender,Female,43,47,43,36.8,N/A,N/A
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Gender,Male,72,39.3,72,32,N/A,N/A
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Grade,3,8,*,8,*,N/A,N/A
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Grade,4,*,*,*,*,N/A,N/A
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Grade,5,6,*,6,*,N/A,N/A
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Grade,6,20,32.1,20,18.1,N/A,N/A
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Grade,7,6,*,6,*,N/A,N/A
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Grade,8,12,*,12,*,N/A,N/A
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Grade,11,59,49.2,59,42.9,N/A,N/A
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,"High Needs (F/R, EL or SWD)",High Needs,90,37.4,90,28.8,N/A,N/A
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,"High Needs (F/R, EL or SWD)",Not High Needs,25,59.4,25,51.7,N/A,N/A
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,69,37.6,69,28.1,N/A,N/A
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,46,49,46,42.3,N/A,N/A
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Race/Ethnicity,American Indian or Alaska Native,*,*,*,*,N/A,N/A
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Race/Ethnicity,Black or African American,6,*,6,*,N/A,N/A
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Race/Ethnicity,Hispanic or Latino,20,45.2,20,39.6,N/A,N/A
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Race/Ethnicity,Two or More Races,*,*,*,*,N/A,N/A
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Race/Ethnicity,White,84,40.2,84,32.3,N/A,N/A
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Special Education Status (SWD),Students with Disabilities,72,34.8,72,26.3,N/A,N/A
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Special Education Status (SWD),Students without Disabilities,43,54.5,43,46.2,N/A,N/A
Jumoke Academy District,2610013,All Students,District,426,59.9,424,53.6,N/A,N/A
Jumoke Academy District,2610013,English Language Learners (EL),English Learners,12,*,12,*,N/A,N/A
Jumoke Academy District,2610013,English Language Learners (EL),Not English Learners,414,60,412,53.6,N/A,N/A
Jumoke Academy District,2610013,Gender,Female,223,63.5,221,55.1,N/A,N/A
Jumoke Academy District,2610013,Gender,Male,203,56,203,52,N/A,N/A
Jumoke Academy District,2610013,Grade,3,72,61.1,72,54.4,N/A,N/A
Jumoke Academy District,2610013,Grade,4,72,68.7,70,60.8,N/A,N/A
Jumoke Academy District,2610013,Grade,5,79,56.2,79,56.5,N/A,N/A
Jumoke Academy District,2610013,Grade,6,75,60,75,51.6,N/A,N/A
Jumoke Academy District,2610013,Grade,7,66,54.7,66,47.4,N/A,N/A
Jumoke Academy District,2610013,Grade,8,50,59.5,50,49,N/A,N/A
Jumoke Academy District,2610013,Grade,11,12,*,12,*,N/A,N/A
Jumoke Academy District,2610013,"High Needs (F/R, EL or SWD)",High Needs,239,54.9,238,49.4,N/A,N/A
Jumoke Academy District,2610013,"High Needs (F/R, EL or SWD)",Not High Needs,187,66.3,186,59,N/A,N/A
Jumoke Academy District,2610013,Free/Reduced Price Meal Eligibility (2-level),Eligible For Free Or Reduced Price Meals,222,55.8,221,50.5,N/A,N/A
Jumoke Academy District,2610013,Free/Reduced Price Meal Eligibility (2-level),Not Eligible For Free Or Reduced Price Meals,204,64.4,203,57,N/A,N/A
Jumoke Academy District,2610013,Race/Ethnicity,Asian,*,*,*,*,N/A,N/A
Jumoke Academy District,2610013,Race/Ethnicity,Black or African American,398,59.8,396,53.3,N/A,N/A
Jumoke Academy District,2610013,Race/Ethnicity,Hispanic or Latino,22,61.3,22,58.3,N/A,N/A
Jumoke Academy District,2610013,Race/Ethnicity,Two or More Races,*,*,*,*,N/A,N/A
Jumoke Academy District,2610013,Special Education Status (SWD),Students with Disabilities,25,35.5,25,26.9,N/A,N/A
Jumoke Academy District,2610013,Special Education Status (SWD),Students without Disabilities,401,61.4,399,55.3,N/A,N/A
Odyssey Community School District,2630013,All Students,District,217,65.7,217,59.8,N/A,N/A
Odyssey Community School District,2630013,English Language Learners (EL),English Learners,19,*,19,*,N/A,N/A
Odyssey Community School District,2630013,English Language Learners (EL),Not English Learners,198,66.3,198,60.5,N/A,N/A
